domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
generation,market_compliance,fuel_consumption,eia_generator_code,eia_generator_code,Energy Information Administration (EIA) Generator ID,STRING,,,,,transactional_data,The unique generator identification code assigned by the EIA for regulatory reporting purposes.,EIA Form 860
generation,market_compliance,fuel_consumption,eia_plant_code,eia_plant_code,Energy Information Administration (EIA) Plant Code,STRING,,,,,transactional_data,The unique plant identification code assigned by the EIA for regulatory reporting purposes.,EIA Form 860
generation,market_compliance,fuel_consumption,eia_reporting_month,eia_reporting_month,Energy Information Administration (EIA) Reporting Month,STRING,,,,,transactional_data,"The month for which this fuel consumption is reported to the EIA on Form 923, in YYYY-MM format.",EIA Form 923
generation,market_compliance,fuel_consumption,emissions_co2_tons,emissions_co2_tons,Carbon Dioxide (CO2) Emissions (Tons),"DECIMAL(18,3)",,,,,transactional_data,"Total carbon dioxide emissions resulting from the combustion of this fuel quantity, measured in tons. Calculated using EPA emission factors.",EPA 40 CFR Part 98
generation,market_compliance,fuel_consumption,emissions_nox_tons,emissions_nox_tons,Nitrogen Oxides (NOx) Emissions (Tons),"DECIMAL(18,6)",,,,,transactional_data,"Total nitrogen oxides emissions resulting from the combustion of this fuel quantity, measured in tons. Used for air quality compliance reporting.",EPA Clean Air Act
generation,market_compliance,fuel_consumption,emissions_particulate_tons,emissions_particulate_tons,Particulate Matter Emissions (Tons),"DECIMAL(18,6)",,,,,transactional_data,"Total particulate matter emissions resulting from the combustion of this fuel quantity, measured in tons. Used for air quality compliance.",EPA Clean Air Act
generation,market_compliance,fuel_consumption,emissions_so2_tons,emissions_so2_tons,Sulfur Dioxide (SO2) Emissions (Tons),"DECIMAL(18,6)",,,,,transactional_data,"Total sulfur dioxide emissions resulting from the combustion of this fuel quantity, measured in tons. Used for acid rain program compliance.",EPA Clean Air Act
generation,market_compliance,fuel_consumption,energy_output_mwh,energy_output_mwh,Energy Output (MWh),"DECIMAL(18,3)",,,,,transactional_data,"Total electrical energy output generated by the unit during the period in which this fuel was consumed, measured in Megawatt-hours (MWh). Used for heat rate calculations.",EIA Form 923
generation,market_compliance,fuel_consumption,fuel_cost_per_mmbtu,fuel_cost_per_mmbtu,Fuel Cost Per MMBtu (USD),"DECIMAL(12,4)",,,confidential,,transactional_data,"Cost per million British Thermal Units of heat input, measured in USD per MMBtu. Used for LCOE analysis and fuel cost benchmarking.",EIA Form 923
generation,market_compliance,fuel_consumption,fuel_cost_per_unit,fuel_cost_per_unit,Fuel Cost Per Unit (USD),"DECIMAL(12,4)",,,confidential,,transactional_data,"Cost per physical unit of fuel consumed, measured in USD per unit (e.g., USD per ton, USD per MCF, USD per gallon).",EIA Form 923
generation,market_compliance,fuel_consumption,fuel_origin_state,fuel_origin_state,Fuel Origin State,STRING,,,,,transactional_data,The U.S. state or country from which the consumed fuel originated or was extracted.,EIA Form 923
generation,market_compliance,fuel_consumption,fuel_subtype,fuel_subtype,Fuel Subtype,STRING,,,,,transactional_data,"Detailed subtype or grade of fuel consumed (e.g., bituminous coal, anthracite, pipeline natural gas, liquefied natural gas).",EIA Form 923
generation,market_compliance,fuel_consumption,fuel_type,fuel_type,Fuel Type,STRING,,,,coal|natural_gas|nuclear|diesel|fuel_oil|biomass,transactional_data,Type of fuel consumed by the generating unit during the reporting period.,EIA Form 923
generation,market_compliance,fuel_consumption,heat_content_per_unit,heat_content_per_unit,Heat Content Per Unit (BTU per Unit),"DECIMAL(12,3)",,,,,transactional_data,"Average heat content of the fuel per physical unit consumed, measured in BTU per unit (e.g., BTU per ton, BTU per MCF).",EIA Form 923
generation,market_compliance,fuel_consumption,heat_rate,heat_rate,Heat Rate (BTU per kWh),"DECIMAL(12,3)",,,,,transactional_data,"Thermal efficiency of the generating unit, measured in BTU per kilowatt-hour (kWh). Calculated as total_heat_input_mmbtu divided by energy_output_mwh. Lower values indicate higher efficiency.",EIA Form 923
generation,market_compliance,fuel_consumption,inventory_adjustment_flag,inventory_adjustment_flag,Inventory Adjustment Flag,BOOLEAN,,,,,transactional_data,Indicates whether this consumption record includes an adjustment for fuel inventory reconciliation (true) or represents direct consumption only (false).,Internal Accounting Standard
generation,market_compliance,fuel_consumption,meter_reading_source,meter_reading_source,Meter Reading Source,STRING,,,,,transactional_data,"Source system or method used to capture the fuel consumption measurement (e.g., OSIsoft PI Historian, manual meter reading, fuel flow meter, inventory reconciliation).",Internal Data Governance Standard
generation,market_compliance,fuel_consumption,modified_timestamp,modified_timestamp,Modified Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when this fuel consumption record was last modified or updated.,Internal Data Governance Standard
generation,market_compliance,fuel_consumption,moisture_content_percent,moisture_content_percent,Moisture Content Percentage,"DECIMAL(5,2)",,,,,transactional_data,"Percentage of moisture content in the consumed fuel, affecting combustion efficiency and heat rate calculations.",EIA Form 923
generation,market_compliance,fuel_consumption,nerc_region,nerc_region,North American Electric Reliability Corporation (NERC) Region,STRING,,,,,transactional_data,"The NERC regional entity in which the generating unit consuming this fuel is located (e.g., WECC, ERCOT, SERC, MRO, NPCC, RFC, SPP, TRE).",NERC Compliance Registry
generation,market_compliance,fuel_consumption,operating_hours,operating_hours,Operating Hours,"DECIMAL(8,2)",,,,,transactional_data,Total number of hours the generating unit operated during the reporting period in which this fuel was consumed.,EIA Form 923
generation,market_compliance,fuel_consumption,quantity_consumed,quantity_consumed,Quantity Consumed,"DECIMAL(18,3)",,,,,transactional_data,"Physical quantity of fuel consumed during the reporting period, measured in the unit specified by quantity_unit.",EIA Form 923
generation,market_compliance,fuel_consumption,quantity_unit,quantity_unit,Quantity Unit of Measure,STRING,,,,tons|mcf|mmbtu|gallons|barrels|kg,transactional_data,"Unit of measure for the quantity of fuel consumed (tons for coal, MCF for natural gas, gallons for oil, MMBtu for heat content).",EIA Form 923
generation,market_compliance,fuel_consumption,reporting_period_end,reporting_period_end,Reporting Period End Date,DATE,,,,,transactional_data,End date of the reporting period for which fuel consumption is aggregated.,EIA Form 923
generation,market_compliance,fuel_consumption,reporting_period_start,reporting_period_start,Reporting Period Start Date,DATE,,,,,transactional_data,Start date of the reporting period for which fuel consumption is aggregated.,EIA Form 923
generation,market_compliance,fuel_consumption,sulfur_content_percent,sulfur_content_percent,Sulfur Content Percentage,"DECIMAL(5,2)",,,,,transactional_data,"Percentage of sulfur content in the consumed fuel, used for emissions calculations and environmental compliance reporting.",EPA Clean Air Act
generation,market_compliance,fuel_consumption,total_fuel_cost,total_fuel_cost,Total Fuel Cost (USD),"DECIMAL(18,2)",,,confidential,,transactional_data,"Total cost of fuel consumed during the reporting period, measured in USD. Calculated as quantity_consumed multiplied by fuel_cost_per_unit.",EIA Form 923
generation,market_compliance,fuel_consumption,total_heat_input_mmbtu,total_heat_input_mmbtu,Total Heat Input (MMBtu),"DECIMAL(18,3)",,,,,transactional_data,"Total heat input from fuel consumed during the reporting period, measured in million British Thermal Units (MMBtu). Calculated as quantity_consumed multiplied by heat_content_per_unit.",EIA Form 923
generation,market_compliance,fuel_consumption,transportation_mode,transportation_mode,Transportation Mode,STRING,,,,rail|truck|pipeline|barge|ship,transactional_data,Primary mode of transportation used to deliver the fuel to the generation plant.,EIA Form 923
generation,market_compliance,ppa_delivery,ppa_delivery_id,ppa_delivery_id,Power Purchase Agreement (PPA) Delivery ID,BIGINT,Y,,,,transactional_data,Unique identifier for each PPA delivery transaction record.,Internal Data Management Standard
generation,market_compliance,ppa_delivery,balancing_area_id,balancing_area_id,Balancing Authority ID,BIGINT,,gridops.balancing_area.balancing_area_id,,,transactional_data,"Reference to the balancing authority area in which this delivery occurred, relevant for grid operations and settlement.",North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,balancing_authority_balancing_area_id,balancing_authority_balancing_area_id,Balancing Authority ID,BIGINT,,gridops.balancing_area.balancing_area_id,,,transactional_data,"Reference to the balancing authority area in which this delivery occurred, relevant for grid operations and settlement.",North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,bill_id,bill_id,Bill Id (Foreign Key),BIGINT,,billing.bill.bill_id,,,transactional_data,Foreign key linking to billing.bill. Business justification: PPA settlement creates an invoice for the off‑taker; linking ppa_delivery to bill enables the PPA billing process required by contract terms.,Internal - LLM Generated Cross-Domain Link
generation,market_compliance,ppa_delivery,ci_account_id,ci_account_id,Ci Account Id (Foreign Key),BIGINT,,engagement.ci_account.ci_account_id,,,transactional_data,"Foreign key linking to engagement.ci_account. Business justification: PPA delivery records must be tied to the customer account receiving the power, supporting invoicing, settlement, and compliance reporting.",Internal - LLM Generated Cross-Domain Link
generation,market_compliance,ppa_delivery,ems_dispatch_instruction_id,ems_dispatch_instruction_id,Dispatch Instruction ID,BIGINT,,gridops.ems_dispatch_instruction.ems_dispatch_instruction_id,,,transactional_data,Reference to the Energy Management System (EMS) dispatch instruction that authorized or scheduled this delivery.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,generating_unit_id,generating_unit_id,Generation Unit ID,BIGINT,,generation.generating_unit.generating_unit_id,,,transactional_data,Reference to the specific generation unit within the facility that produced the delivered energy.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,generation_facility_id,generation_facility_id,Generation Facility ID,BIGINT,,property.facility.facility_id,,,transactional_data,Reference to the generation facility or plant that produced the energy delivered under this PPA transaction.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,meter_id,meter_id,Meter ID,BIGINT,,metering.meter.meter_id,,,transactional_data,Identifier of the revenue-grade meter or SCADA point used to measure actual energy delivery for this transaction.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,plant_id,plant_id,Generation Facility ID,BIGINT,,generation.plant.plant_id,,,transactional_data,Reference to the generation facility or plant that produced the energy delivered under this PPA transaction.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,ppa_contract_id,ppa_contract_id,Power Purchase Agreement (PPA) Contract ID,BIGINT,,trading.ppa_contract.ppa_contract_id,,,transactional_data,Reference to the parent PPA contract under which this delivery occurred.,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,transmission_line_id,transmission_line_id,Transmission Line Id (Foreign Key),BIGINT,,transmission.line.line_id,,,transactional_data,Foreign key linking to transmission.line. Business justification: PPA delivery points are physically tied to a transmission line; needed for settlement and congestion revenue calculations.,Internal - LLM Generated Cross-Domain Link
generation,market_compliance,ppa_delivery,actual_delivery_mwh,actual_delivery_mwh,Actual Delivery Megawatt-Hours (MWh),"DECIMAL(18,3)",,,,,transactional_data,"The actual amount of energy in megawatt-hours (MWh) that was delivered during this period, as measured by metering systems.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,ancillary_services_amount,ancillary_services_amount,Ancillary Services Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"The dollar amount charged for ancillary services such as frequency regulation, voltage support, and operating reserves associated with this delivery.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,capacity_payment_amount,capacity_payment_amount,Capacity Payment Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"The dollar amount paid for capacity availability during this delivery period, separate from energy payment, if the PPA includes capacity charges.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,contracted_price_per_mwh,contracted_price_per_mwh,Contracted Price per Megawatt-Hour (MWh),"DECIMAL(12,4)",,,confidential,,transactional_data,The base price per megawatt-hour (MWh) specified in the PPA contract for this delivery period.,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,transactional_data,The timestamp when this delivery transaction record was first created in the system.,Internal Data Management Standard
generation,market_compliance,ppa_delivery,currency_code,currency_code,Currency Code,STRING,,,,USD,transactional_data,Three-letter ISO 4217 currency code for all monetary amounts in this transaction. Power and Utilities operates exclusively in USD.,ISO 4217 Currency Codes
generation,market_compliance,ppa_delivery,curtailment_mwh,curtailment_mwh,Curtailment Megawatt-Hours (MWh),"DECIMAL(18,3)",,,,,transactional_data,"The amount of energy in megawatt-hours (MWh) that was curtailed or not delivered due to grid constraints, economic dispatch, or other operational reasons.",North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,curtailment_reason_code,curtailment_reason_code,Curtailment Reason Code,STRING,,,,grid_congestion|economic_dispatch|forced_outage|planned_maintenance|renewable_variability|buyer_request,transactional_data,Standardized code indicating the primary reason for any curtailment of scheduled delivery.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,curtailment_reason_description,curtailment_reason_description,Curtailment Reason Description,STRING,,,,,transactional_data,Detailed narrative explanation of the circumstances that led to curtailment of the scheduled delivery.,Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,data_quality_score,data_quality_score,Data Quality Score,"DECIMAL(5,2)",,,,,transactional_data,Calculated score (0-100) representing the completeness and accuracy of this delivery record based on validation rules.,Internal Data Management Standard
generation,market_compliance,ppa_delivery,delivery_date,delivery_date,Delivery Date,DATE,,,,,transactional_data,"The calendar date on which the energy delivery occurred, used for daily aggregation and reporting.",Energy Information Administration (EIA) Reporting Standards
generation,market_compliance,ppa_delivery,delivery_period_end,delivery_period_end,Delivery Period End Timestamp,TIMESTAMP,,,,,transactional_data,"The timestamp when the delivery period ended, representing the conclusion of energy flow under this transaction.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,delivery_period_start,delivery_period_start,Delivery Period Start Timestamp,TIMESTAMP,,,,,transactional_data,"The timestamp when the delivery period began, representing the start of energy flow under this transaction.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,delivery_point_code,delivery_point_code,Delivery Point ID,BIGINT,,,,,transactional_data,Reference to the physical or virtual delivery point where energy was transferred to the buyer under the PPA.,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,delivery_status,delivery_status,Delivery Status,STRING,,,,scheduled|delivered|partially_delivered|curtailed|settled|disputed,transactional_data,Current lifecycle status of the delivery transaction in the settlement workflow.,Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,delivery_transaction_number,delivery_transaction_number,Delivery Transaction Number,STRING,,,,"^[A-Z0-9]{8,20}$",transactional_data,"Externally-known unique transaction identifier for this delivery event, used for settlement and reconciliation.",Energy Trading and Risk Management (ETRM) Standards
generation,market_compliance,ppa_delivery,dispute_flag,dispute_flag,Dispute Flag,BOOLEAN,,,,,transactional_data,"Indicates whether this delivery transaction is currently under dispute between buyer and seller regarding quantity, price, or other terms.",Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,dispute_reason,dispute_reason,Dispute Reason,STRING,,,,,transactional_data,Narrative description of the reason for dispute if dispute_flag is True.,Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,energy_payment_amount,energy_payment_amount,Energy Payment Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"The dollar amount paid specifically for energy delivered (MWh), calculated as actual delivery multiplied by energy price component.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,force_majeure_flag,force_majeure_flag,Force Majeure Flag,BOOLEAN,,,,,transactional_data,"Indicates whether this delivery was affected by a force majeure event as defined in the PPA contract, which may excuse non-performance.",Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,invoice_number,invoice_number,Invoice Number,STRING,,,,"^[A-Z0-9\-]{6,20}$",transactional_data,"The invoice number associated with billing for this delivery transaction, used for reconciliation with accounts receivable or payable.",Internal Billing and Revenue Management Standard
generation,market_compliance,ppa_delivery,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,transactional_data,The timestamp when this delivery transaction record was most recently updated.,Internal Data Management Standard
generation,market_compliance,ppa_delivery,market_type,market_type,Market Type,STRING,,,,day_ahead|real_time|bilateral|forward,transactional_data,The energy market context in which this delivery was scheduled and settled.,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,meter_reading_source,meter_reading_source,Meter Reading Source,STRING,,,,scada|revenue_meter|estimated|settlement_system,transactional_data,Indicates the source system or method used to determine actual delivery MWh values.,North American Electric Reliability Corporation (NERC) Standards
generation,market_compliance,ppa_delivery,notes,notes,Notes,STRING,,,,,transactional_data,"Free-form text field for additional comments, operational notes, or context regarding this delivery transaction.",Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,price_adjustment_amount,price_adjustment_amount,Price Adjustment Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"Total dollar amount of adjustments applied to the base contracted price, including penalties, bonuses, indexation, or other contractual modifications.",Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,rec_quantity,rec_quantity,Renewable Energy Certificate (REC) Quantity,"DECIMAL(18,3)",,,,,transactional_data,"The number of Renewable Energy Certificates (RECs) associated with this delivery, typically equal to actual delivery MWh for renewable generation sources.",Environmental Protection Agency (EPA) Renewable Energy Standards
generation,market_compliance,ppa_delivery,rec_transfer_flag,rec_transfer_flag,Renewable Energy Certificate (REC) Transfer Flag,BOOLEAN,,,,,transactional_data,Indicates whether RECs were transferred to the buyer as part of this delivery transaction (True) or retained by the seller (False).,Environmental Protection Agency (EPA) Renewable Energy Standards
generation,market_compliance,ppa_delivery,reconciliation_status,reconciliation_status,Reconciliation Status,STRING,,,,pending|reconciled|variance_accepted|under_review,transactional_data,"Status of the reconciliation process between scheduled and actual delivery, and between trading and billing systems.",Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,scheduled_delivery_mwh,scheduled_delivery_mwh,Scheduled Delivery Megawatt-Hours (MWh),"DECIMAL(18,3)",,,,,transactional_data,The contracted or scheduled amount of energy in megawatt-hours (MWh) that was planned for delivery during this period.,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,scheduling_coordinator,scheduling_coordinator,Scheduling Coordinator,STRING,,,,,transactional_data,Name or identifier of the entity responsible for scheduling this delivery with the Independent System Operator (ISO) or Regional Transmission Organization (RTO).,FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,settlement_date,settlement_date,Settlement Date,DATE,,,,,transactional_data,The date on which financial settlement for this delivery transaction was completed or is scheduled to be completed.,Internal Energy Trading Operations Standard
generation,market_compliance,ppa_delivery,settlement_price_per_mwh,settlement_price_per_mwh,Settlement Price per Megawatt-Hour (MWh),"DECIMAL(12,4)",,,confidential,,transactional_data,"The price per megawatt-hour (MWh) applied to this delivery for settlement purposes, which may differ from the contracted price due to adjustments, penalties, or market conditions.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,source_system,source_system,Source System,STRING,,,,allegro_etrm|pi_historian|mdm|settlement_system,transactional_data,The operational system of record from which this delivery transaction data originated.,Internal Data Management Standard
generation,market_compliance,ppa_delivery,time_of_use_period,time_of_use_period,Time-of-Use (TOU) Period,STRING,,,,on_peak|off_peak|shoulder|super_peak,transactional_data,"The time-of-use pricing period classification for this delivery, affecting settlement price and capacity value.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,total_payment_amount,total_payment_amount,Total Payment Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,"The total dollar amount payable for this delivery transaction, calculated as actual delivery multiplied by settlement price plus any adjustments.",FERC Electric Quarterly Report (EQR) Requirements
generation,market_compliance,ppa_delivery,transmission_charge_amount,transmission_charge_amount,Transmission Charge Amount,"DECIMAL(15,2)",,,confidential,,transactional_data,The dollar amount of transmission and delivery charges associated with moving the energy from generation point to delivery point.,FERC Transmission Tariff Standards
generation,market_compliance,ppa_delivery,variance_mwh,variance_mwh,Variance Megawatt-Hours (MWh),"DECIMAL(18,3)",,,,,transactional_data,"The difference between scheduled and actual delivery in megawatt-hours (MWh), calculated as actual minus scheduled, used for performance monitoring and settlement adjustments.",Internal Energy Trading Operations Standard
generation,market_compliance,rec_certificate,rec_certificate_id,rec_certificate_id,Generation Renewable Energy Certificate (REC) Certificate ID,BIGINT,Y,,,,transactional_data,Unique identifier for the renewable energy certificate record. Primary key for the generation REC certificate product.,Internal Data Management Standard
generation,market_compliance,rec_certificate,bill_line_item_id,bill_line_item_id,Bill Line Item Id (Foreign Key),BIGINT,,billing.bill_line_item.bill_line_item_id,,,transactional_data,Foreign key linking to billing.bill_line_item. Business justification: REC transactions are billed as line items on customer invoices; the FK supports the REC billing report required for compliance and revenue tracking.,Internal - LLM Generated Cross-Domain Link
generation,market_compliance,rec_certificate,customer_account_id,customer_account_id,Customer Account Id (Foreign Key),BIGINT,,customer.customer_account.customer_account_id,,,transactional_data,Foreign key linking to customer.customer_account. Business justification: REC allocation program assigns each generation certificate to a specific customer account for green‑power reporting and compliance.,Internal - LLM Generated Cross-Domain Link
generation,market_compliance,rec_certificate,energy_output_id,energy_output_id,Generation Record ID,BIGINT,,generation.energy_output.energy_output_id,,,transactional_data,Reference to the underlying generation output record in the generation domain that documents the MWh production for which this REC was issued.,Internal Data Management Standard
generation,market_compliance,rec_certificate,generating_unit_id,generating_unit_id,Generating Unit ID,BIGINT,,generation.generating_unit.generating_unit_id,,,transactional_data,"Reference to the specific generating unit (solar array, wind turbine, hydro facility, biomass plant) that produced the renewable energy for which this REC was issued.","EIA Form 860, NERC Generator Registry"
generation,market_compliance,rec_certificate,generation_facility_id,generation_facility_id,Generation Facility ID,BIGINT,,property.facility.facility_id,,,transactional_data,Reference to the parent generation facility or plant where the renewable energy was produced.,"EIA Form 860, FERC Form 1"
generation,market_compliance,rec_certificate,generation_record_energy_output_id,generation_record_energy_output_id,Generation Record ID,BIGINT,,generation.energy_output.energy_output_id,,,transactional_data,Reference to the underlying generation output record in the generation domain that documents the MWh production for which this REC was issued.,Internal Data Management Standard
generation,market_compliance,rec_certificate,meter_id,meter_id,Revenue Meter ID,BIGINT,,metering.meter.meter_id,,,transactional_data,Identifier of the revenue-quality meter that measured the generation for which this REC was issued. Used for audit and verification purposes.,"NERC Standards, Tracking System Verification Requirements"
generation,market_compliance,rec_certificate,plant_id,plant_id,Generation Facility ID,BIGINT,,generation.plant.plant_id,,,transactional_data,Reference to the parent generation facility or plant where the renewable energy was produced.,"EIA Form 860, FERC Form 1"
generation,market_compliance,rec_certificate,ppa_contract_id,ppa_contract_id,Power Purchase Agreement (PPA) Contract ID,BIGINT,,trading.ppa_contract.ppa_contract_id,,,transactional_data,"Reference to the PPA contract under which the renewable energy was procured, if applicable. Links REC to contractual obligations.",Internal Contract Management Standard
generation,market_compliance,rec_certificate,certificate_status,certificate_status,Certificate Status,STRING,,,,issued|active|retired|transferred|expired|cancelled,transactional_data,Current lifecycle status of the REC. Issued: newly created; Active: available for trading; Retired: used for compliance or voluntary claim; Transferred: moved to another account; Expired: past eligibility window; Cancelled: invalidated.,"WREGIS, NEPOOL GIS, PJM GATS Operating Rules"
generation,market_compliance,rec_certificate,compliance_jurisdiction,compliance_jurisdiction,Compliance Jurisdiction,STRING,,,,,transactional_data,"State or regulatory jurisdiction for which this REC is eligible for RPS compliance (e.g., California, Massachusetts, New York). Some RECs may be eligible in multiple jurisdictions.",State RPS Statutes
generation,market_compliance,rec_certificate,compliance_year,compliance_year,Renewable Portfolio Standard (RPS) Compliance Year,INT,,,,,transactional_data,Year for which this REC was or will be used to meet RPS compliance obligations. May differ from vintage year due to banking provisions.,State RPS Statutes
generation,market_compliance,rec_certificate,counterparty_name,counterparty_name,Counterparty Name,STRING,,,confidential,,transactional_data,Name of the party with whom the REC was traded (buyer or seller). Used for transaction tracking and reporting.,Internal Contract Management Standard
generation,market_compliance,rec_certificate,created_timestamp,created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,transactional_data,Timestamp when this REC certificate record was first created in the system.,Internal Data Management Standard
generation,market_compliance,rec_certificate,eligibility_flags,eligibility_flags,Renewable Portfolio Standard (RPS) Eligibility Flags,STRING,,,,,transactional_data,"Comma-separated list of special eligibility designations for this REC (e.g., Tier 1, Tier 2, Solar Carve-Out, Offshore Wind, In-State, New Vintage). Used to determine which RPS requirements the REC can satisfy.",State RPS Statutes
generation,market_compliance,rec_certificate,energy_output_mwh,energy_output_mwh,Energy Output Megawatt-Hours (MWh),"DECIMAL(18,3)",,,,,transactional_data,Quantity of renewable electricity generated in megawatt-hours (MWh) for which this REC was issued. Typically one REC represents one MWh of renewable generation.,"EIA Form 923, NERC Reporting Standards"
generation,market_compliance,rec_certificate,expiration_date,expiration_date,Certificate Expiration Date,DATE,,,,,transactional_data,"Date after which the REC is no longer eligible for use in compliance programs. Many RPS programs have vintage limits (e.g., RECs must be used within 3 years of generation).","State RPS Statutes, Tracking System Operating Rules"
generation,market_compliance,rec_certificate,facility_capacity_mw,facility_capacity_mw,Facility Nameplate Capacity Megawatts (MW),"DECIMAL(12,3)",,,,,transactional_data,Nameplate generation capacity of the facility in megawatts. Some RPS programs have size limits or tiers based on facility capacity.,"EIA Form 860, FERC Form 1"
generation,market_compliance,rec_certificate,facility_commissioning_date,facility_commissioning_date,Facility Commissioning Date,DATE,,,,,transactional_data,Date when the generating facility first began commercial operation. Some RPS programs have vintage requirements based on facility age.,"EIA Form 860, State RPS Statutes"
generation,market_compliance,rec_certificate,facility_location_country,facility_location_country,Facility Location Country,STRING,,,,USA|CAN|MEX,transactional_data,Country where the generating facility is located. Most U.S. RPS programs only accept RECs from facilities in the U.S. or specific Canadian provinces.,State RPS Statutes
generation,market_compliance,rec_certificate,facility_location_state,facility_location_state,Facility Location State,STRING,,,,,transactional_data,U.S. state or Canadian province where the generating facility is located. Geographic location affects RPS eligibility in many jurisdictions.,"EIA Form 860, State RPS Statutes"
generation,market_compliance,rec_certificate,fuel_source,fuel_source,Renewable Fuel Source,STRING,,,,solar|wind|hydro|biomass|geothermal|landfill_gas,transactional_data,Type of renewable energy source used to generate the electricity for which this REC was issued. Determines eligibility for various RPS compliance programs.,"EIA Form 923, State RPS Statutes"
generation,market_compliance,rec_certificate,fuel_source_subcategory,fuel_source_subcategory,Renewable Fuel Source Subcategory,STRING,,,,,transactional_data,"More granular classification of the renewable fuel source (e.g., photovoltaic solar, concentrated solar, onshore wind, offshore wind, run-of-river hydro, pumped storage hydro, wood biomass, agricultural biomass).","EIA Form 923, State RPS Statutes"
generation,market_compliance,rec_certificate,generation_end_date,generation_end_date,Generation Period End Date,DATE,,,,,transactional_data,End date of the generation period during which the renewable energy was produced.,"WREGIS, NEPOOL GIS, PJM GATS Operating Rules"
generation,market_compliance,rec_certificate,generation_month,generation_month,Generation Month,INT,,,,,transactional_data,Month (1-12) in which the renewable energy was generated. Used for reporting and compliance tracking.,Internal Reporting Standard
generation,market_compliance,rec_certificate,generation_start_date,generation_start_date,Generation Period Start Date,DATE,,,,,transactional_data,Start date of the generation period during which the renewable energy was produced. RECs are typically issued for monthly or quarterly generation periods.,"WREGIS, NEPOOL GIS, PJM GATS Operating Rules"
generation,market_compliance,rec_certificate,generation_year,generation_year,Generation Year,INT,,,,,transactional_data,Calendar year in which the renewable energy was generated.,Internal Reporting Standard
generation,market_compliance,rec_certificate,issuance_date,issuance_date,Certificate Issuance Date,DATE,,,,,transactional_data,Date on which the REC was officially issued by the tracking system registry after verification of generation data.,"WREGIS, NEPOOL GIS, PJM GATS Operating Rules"
generation,market_compliance,rec_certificate,market_value_usd,market_value_usd,Market Value United States Dollars (USD),"DECIMAL(12,2)",,,confidential,,transactional_data,Estimated or actual market value of the REC in U.S. dollars at the time of issuance or transaction. Used for financial reporting and asset valuation.,"FASB ASC 980, Internal Financial Reporting Standards"
